2024-02-05 21:09:19,155: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-05 21:09:21,410: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-05 21:09:21,421: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-05 21:09:21,421: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-05 21:09:21,421: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-05 21:09:21,426: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-05 21:09:21[0m
2024-02-05 21:09:21,426: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-05 21:09:22,086: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-05 21:09:25,862: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-05 21:09:25[0m
2024-02-05 21:09:25,862: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-05 21:09:25,862: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-02-05 21:09:25,862: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-05 21:09:25,878: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-05 21:09:25[0m
2024-02-05 21:09:25,878: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-05 21:09:25,878: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-05 21:09:28,403: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-05 21:09:28[0m
2024-02-05 21:09:28,403: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-05 21:09:28,403: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-02-05 21:09:28,403: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-05 21:09:28,415: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-05 21:09:28,419: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-05 21:09:28,419: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-05 21:09:28,419: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-05 21:09:28,419: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-05 21:09:28,419: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-05 21:09:28,419: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-05 21:09:28,419: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-05 21:09:28,419: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-05 21:09:28[0m
2024-02-05 21:09:28,419: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-05 21:09:28,419: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-05 21:09:31,274: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-05 21:09:31[0m
2024-02-05 21:09:31,274: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-05 21:09:31,289: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-02-05 21:09:31,289: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-02-05 21:09:31,289: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-05 21:09:31[0m
2024-02-05 21:09:31,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-05 21:09:31,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-05 21:09:34,159: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-05 21:09:34[0m
2024-02-05 21:09:34,159: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
