2024-02-06 18:23:26,652: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-06 18:23:28,910: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-06 18:23:28,920: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-06 18:23:28,920: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-06 18:23:28,920: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-06 18:23:28,926: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-06 18:23:28[0m
2024-02-06 18:23:28,926: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-06 18:23:28,944: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-06 18:23:32,686: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-06 18:23:32[0m
2024-02-06 18:23:32,694: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-06 18:23:32,694: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-02-06 18:23:32,694: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-06 18:23:32,694: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-06 18:23:32[0m
2024-02-06 18:23:32,694: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-06 18:23:32,702: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-06 18:23:35,186: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-06 18:23:35[0m
2024-02-06 18:23:35,186: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-06 18:23:35,186: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-02-06 18:23:35,186: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-06 18:23:35,186: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-06 18:23:35,194: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-06 18:23:35,197: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-06 18:23:35,197: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-06 18:23:35,197: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-06 18:23:35,197: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-06 18:23:35,202: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-06 18:23:35,202: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-06 18:23:35,202: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-06 18:23:35[0m
